datetime;watts
2018-11-17 00:34:40;352.87
2018-11-17 00:34:50;354.33
2018-11-17 00:35:00;353.22
2018-11-17 00:35:10;356.54
2018-11-17 00:35:20;356.93
2018-11-17 00:35:30;351.80
2018-11-17 00:35:41;351.46
2018-11-17 00:35:51;350.40
2018-11-17 00:36:01;349.99
2018-11-17 00:36:11;352.91
2018-11-17 00:36:22;349.68
2018-11-17 00:36:32;349.01
2018-11-17 00:36:42;347.89
2018-11-17 00:36:53;347.26
2018-11-17 00:37:03;347.93
2018-11-17 00:37:13;348.97
2018-11-17 00:37:24;350.02
2018-11-17 00:37:34;347.93
2018-11-17 00:37:44;346.49
2018-11-17 00:37:55;346.15
2018-11-17 00:38:05;347.93
2018-11-17 00:38:16;343.77
2018-11-17 00:38:26;344.14
2018-11-17 00:38:36;343.12
2018-11-17 00:38:47;342.76
2018-11-17 00:38:57;343.81
2018-11-17 00:39:08;344.83
2018-11-17 00:39:18;342.76
2018-11-17 00:39:29;342.79
2018-11-17 00:39:39;343.41
2018-11-17 00:39:50;343.09
2018-11-17 00:40:00;343.41
2018-11-17 00:40:11;345.16
2018-11-17 00:40:21;342.08
2018-11-17 00:40:32;341.43
2018-11-17 00:40:42;341.39
2018-11-17 00:40:57;244.98
2018-11-17 00:41:12;242.57
2018-11-17 00:41:27;240.37
2018-11-17 00:41:42;240.21
2018-11-17 00:41:57;239.71
2018-11-17 00:42:12;241.24
2018-11-17 00:42:27;239.52
2018-11-17 00:42:42;238.73
2018-11-17 00:42:57;239.39
2018-11-17 00:43:12;240.69
2018-11-17 00:43:27;239.06
2018-11-17 00:43:42;238.41
2018-11-17 00:43:57;237.75
2018-11-17 00:44:12;241.06
2018-11-17 00:44:27;238.08
2018-11-17 00:44:42;238.41
2018-11-17 00:44:57;238.05
2018-11-17 00:45:12;240.06
2018-11-17 00:45:27;240.05
2018-11-17 00:45:43;238.22
2018-11-17 00:45:58;237.58
2018-11-17 00:46:13;240.05
2018-11-17 00:46:28;236.76
2018-11-17 00:46:43;237.09
2018-11-17 00:46:58;236.78
2018-11-17 00:47:13;239.39
2018-11-17 00:47:29;236.92
2018-11-17 00:47:43;240.72
2018-11-17 00:47:59;237.09
2018-11-17 00:48:14;239.71
2018-11-17 00:48:29;237.40
2018-11-17 00:48:44;236.30
2018-11-17 00:48:59;237.08
2018-11-17 00:49:14;239.38
2018-11-17 00:49:30;236.11
2018-11-17 00:49:45;236.59
2018-11-17 00:50:00;236.78
2018-11-17 00:50:15;238.54
2018-11-17 00:50:30;236.44
2018-11-17 00:50:45;236.62
2018-11-17 00:51:01;236.61
2018-11-17 00:51:16;238.57
2018-11-17 00:51:31;237.09
2018-11-17 00:51:46;240.55
2018-11-17 00:52:01;235.80
2018-11-17 00:52:16;238.22
2018-11-17 00:52:32;236.14
2018-11-17 00:52:47;236.44
2018-11-17 00:53:02;236.75
2018-11-17 00:53:17;238.10
2018-11-17 00:53:32;235.96
2018-11-17 00:53:48;235.82
2018-11-17 00:54:03;236.58
2018-11-17 00:54:18;236.94
2018-11-17 00:54:33;235.29
2018-11-17 00:54:49;235.32
2018-11-17 00:55:04;237.08
2018-11-17 00:55:19;244.27
2018-11-17 00:55:34;237.11
2018-11-17 00:55:49;234.67
2018-11-17 00:56:04;236.45
2018-11-17 00:56:19;236.92
2018-11-17 00:56:42;157.18
2018-11-17 00:57:05;155.85
2018-11-17 00:57:29;154.93
2018-11-17 00:57:52;154.73
2018-11-17 00:58:15;156.32
2018-11-17 00:58:38;154.39
2018-11-17 00:59:02;155.48
2018-11-17 00:59:24;156.41
2018-11-17 00:59:48;153.70
2018-11-17 01:00:11;158.91
2018-11-17 01:00:29;191.55
2018-11-17 01:00:41;312.15
2018-11-17 01:00:54;269.38
2018-11-17 01:01:07;274.96
2018-11-17 01:01:21;268.76
2018-11-17 01:01:34;267.04
2018-11-17 01:01:48;264.82
2018-11-17 01:02:02;262.81
2018-11-17 01:02:15;263.77
2018-11-17 01:02:29;259.67
2018-11-17 01:02:43;259.46
2018-11-17 01:02:57;260.25
2018-11-17 01:03:10;262.18
2018-11-17 01:03:24;259.83
2018-11-17 01:03:38;259.46
2018-11-17 01:03:52;258.66
2018-11-17 01:04:06;261.23
2018-11-17 01:04:20;262.60
2018-11-17 01:04:33;258.45
2018-11-17 01:04:47;256.94
2018-11-17 01:05:02;257.33
2018-11-17 01:05:15;260.02
2018-11-17 01:05:29;258.10
2018-11-17 01:05:43;257.12
2018-11-17 01:05:57;255.83
2018-11-17 01:06:11;258.66
2018-11-17 01:06:25;256.03
2018-11-17 01:06:39;255.79
2018-11-17 01:06:53;256.37
2018-11-17 01:07:07;257.73
2018-11-17 01:07:21;256.56
2018-11-17 01:07:35;258.64
2018-11-17 01:07:49;257.73
2018-11-17 01:08:03;259.44
2018-11-17 01:08:17;260.25
2018-11-17 01:08:31;259.07
2018-11-17 01:08:45;257.90
2018-11-17 01:08:59;257.70
2018-11-17 01:09:13;259.83
2018-11-17 01:09:27;257.35
2018-11-17 01:09:41;257.70
2018-11-17 01:09:55;256.96
2018-11-17 01:10:09;259.29
2018-11-17 01:10:23;256.92
2018-11-17 01:10:37;256.36
2018-11-17 01:10:51;256.39
2018-11-17 01:11:05;258.68
2018-11-17 01:11:19;257.35
2018-11-17 01:11:33;256.96
2018-11-17 01:11:47;255.99
2018-11-17 01:12:01;255.63
2018-11-17 01:12:15;257.71
2018-11-17 01:12:29;256.39
2018-11-17 01:12:43;255.61
2018-11-17 01:12:57;255.23
2018-11-17 01:13:11;256.94
2018-11-17 01:13:31;182.24
2018-11-17 01:13:54;154.65
2018-11-17 01:14:17;155.62
2018-11-17 01:14:40;155.19
2018-11-17 01:15:03;157.67
2018-11-17 01:15:26;156.96
2018-11-17 01:15:49;154.85
2018-11-17 01:16:12;156.40
2018-11-17 01:16:36;154.78
2018-11-17 01:16:59;154.78
2018-11-17 01:17:22;156.46
2018-11-17 01:17:45;154.79
2018-11-17 01:18:08;156.11
2018-11-17 01:18:31;154.57
2018-11-17 01:18:55;154.37
2018-11-17 01:19:18;155.69
2018-11-17 01:19:41;154.58
2018-11-17 01:20:04;155.62
2018-11-17 01:20:27;155.41
2018-11-17 01:20:51;154.65
2018-11-17 01:21:13;158.32
2018-11-17 01:21:37;154.57
2018-11-17 01:22:00;154.51
2018-11-17 01:22:23;156.11
2018-11-17 01:22:46;154.51
2018-11-17 01:23:09;155.97
2018-11-17 01:23:33;154.65
2018-11-17 01:23:56;156.39
2018-11-17 01:24:19;156.31
2018-11-17 01:24:42;154.58
2018-11-17 01:25:05;154.99
2018-11-17 01:25:28;155.55
2018-11-17 01:25:52;155.47
2018-11-17 01:26:14;157.60
2018-11-17 01:26:38;155.20
2018-11-17 01:27:01;154.79
2018-11-17 01:27:24;156.11
2018-11-17 01:27:47;154.64
2018-11-17 01:28:10;155.48
2018-11-17 01:28:34;155.06
2018-11-17 01:28:57;154.64
2018-11-17 01:29:20;156.24
2018-11-17 01:29:43;155.69
2018-11-17 01:30:06;157.67
2018-11-17 01:30:29;157.54
2018-11-17 01:30:52;156.39
2018-11-17 01:31:14;158.40
2018-11-17 01:31:37;156.25
2018-11-17 01:32:01;155.28
2018-11-17 01:32:23;157.52
2018-11-17 01:32:46;158.76
2018-11-17 01:33:03;217.13
2018-11-17 01:33:15;284.86
2018-11-17 01:33:29;267.68
2018-11-17 01:33:42;267.24
2018-11-17 01:33:56;266.65
2018-11-17 01:34:09;267.88
2018-11-17 01:34:23;264.18
2018-11-17 01:34:36;263.60
2018-11-17 01:34:50;262.01
2018-11-17 01:35:04;261.42
2018-11-17 01:35:18;262.22
2018-11-17 01:35:32;260.61
2018-11-17 01:35:45;260.21
2018-11-17 01:35:59;259.67
2018-11-17 01:36:13;264.39
2018-11-17 01:36:27;259.07
2018-11-17 01:36:41;258.68
2018-11-17 01:36:55;258.29
2018-11-17 01:37:08;260.06
2018-11-17 01:37:22;257.51
2018-11-17 01:37:36;257.49
2018-11-17 01:37:50;257.92
2018-11-17 01:38:04;258.49
2018-11-17 01:38:18;259.25
2018-11-17 01:38:32;256.76
2018-11-17 01:38:46;260.79
2018-11-17 01:39:00;259.65
2018-11-17 01:39:14;261.99
2018-11-17 01:39:27;259.09
2018-11-17 01:39:41;260.23
2018-11-17 01:39:55;260.06
2018-11-17 01:40:09;261.21
2018-11-17 01:40:23;258.68
2018-11-17 01:40:37;258.29
2018-11-17 01:40:51;259.05
2018-11-17 01:41:05;259.25
2018-11-17 01:41:18;261.82
2018-11-17 01:41:32;261.21
2018-11-17 01:41:46;258.64
2018-11-17 01:42:00;257.55
2018-11-17 01:42:14;259.83
2018-11-17 01:42:28;256.37
2018-11-17 01:42:42;257.92
2018-11-17 01:42:56;256.56
2018-11-17 01:43:10;258.86
2018-11-17 01:43:24;256.76
2018-11-17 01:43:38;255.99
2018-11-17 01:43:52;257.70
2018-11-17 01:44:06;258.49
2018-11-17 01:44:20;256.17
2018-11-17 01:44:34;255.81
2018-11-17 01:44:48;255.63
2018-11-17 01:45:02;255.63
2018-11-17 01:45:16;258.29
2018-11-17 01:45:30;256.56
2018-11-17 01:45:44;255.81
2018-11-17 01:46:04;182.16
2018-11-17 01:46:27;155.33
2018-11-17 01:46:50;154.99
2018-11-17 01:47:13;156.67
2018-11-17 01:47:36;155.19
2018-11-17 01:48:00;154.79
2018-11-17 01:48:22;157.82
2018-11-17 01:48:45;157.18
2018-11-17 01:49:08;155.97
2018-11-17 01:49:32;155.06
2018-11-17 01:49:55;155.41
2018-11-17 01:50:18;155.97
2018-11-17 01:50:41;154.65
2018-11-17 01:51:04;155.90
2018-11-17 01:51:27;155.27
2018-11-17 01:51:51;155.00
2018-11-17 01:52:14;156.11
2018-11-17 01:52:37;155.13
2018-11-17 01:53:00;154.99
2018-11-17 01:53:23;156.39
2018-11-17 01:53:46;155.35
2018-11-17 01:54:09;156.25
2018-11-17 01:54:33;155.55
2018-11-17 01:54:56;154.65
2018-11-17 01:55:19;157.46
2018-11-17 01:55:42;155.82
2018-11-17 01:56:05;156.24
2018-11-17 01:56:28;154.93
2018-11-17 01:56:51;154.71
2018-11-17 01:57:14;156.60
2018-11-17 01:57:37;155.97
2018-11-17 01:58:01;154.92
2018-11-17 01:58:24;155.97
2018-11-17 01:58:47;155.13
2018-11-17 01:59:10;156.04
2018-11-17 01:59:33;154.99
2018-11-17 01:59:56;154.78
2018-11-17 02:00:19;158.39
2018-11-17 02:00:42;156.25
2018-11-17 02:01:05;158.39
2018-11-17 02:01:26;167.93
2018-11-17 02:01:49;160.90
2018-11-17 02:02:11;160.97
2018-11-17 02:02:34;155.28
2018-11-17 02:02:58;154.64
2018-11-17 02:03:21;156.26
2018-11-17 02:03:44;155.41
2018-11-17 02:04:07;155.90
2018-11-17 02:04:30;155.20
2018-11-17 02:04:53;155.27
2018-11-17 02:05:16;160.83
2018-11-17 02:05:26;356.47
2018-11-17 02:05:39;269.14
2018-11-17 02:05:52;268.70
2018-11-17 02:05:58;616.02
2018-11-17 02:06:07;396.52
2018-11-17 02:06:17;372.52
2018-11-17 02:06:27;357.18
2018-11-17 02:06:37;352.84
2018-11-17 02:06:48;350.67
2018-11-17 02:06:58;350.33
2018-11-17 02:07:08;351.39
2018-11-17 02:07:18;348.87
2018-11-17 02:07:29;351.05
2018-11-17 02:07:39;350.30
2018-11-17 02:07:49;351.77
2018-11-17 02:07:59;352.08
2018-11-17 02:08:10;355.38
2018-11-17 02:08:20;353.18
2018-11-17 02:08:30;352.49
2018-11-17 02:08:40;352.11
2018-11-17 02:08:50;352.84
2018-11-17 02:09:01;352.49
2018-11-17 02:09:11;354.99
2018-11-17 02:09:21;352.46
2018-11-17 02:09:31;352.08
2018-11-17 02:09:41;353.18
2018-11-17 02:09:52;352.46
2018-11-17 02:10:02;352.84
2018-11-17 02:10:12;355.66
2018-11-17 02:10:22;352.46
2018-11-17 02:10:32;351.73
2018-11-17 02:10:43;351.77
2018-11-17 02:10:53;354.61
2018-11-17 02:11:03;354.64
2018-11-17 02:11:13;354.64
2018-11-17 02:11:23;349.92
2018-11-17 02:11:34;348.94
2018-11-17 02:11:44;348.90
2018-11-17 02:11:54;348.57
2018-11-17 02:12:05;350.30
2018-11-17 02:12:15;347.86
2018-11-17 02:12:25;347.89
2018-11-17 02:12:36;347.16
2018-11-17 02:12:46;348.16
2018-11-17 02:12:56;362.06
2018-11-17 02:13:06;366.67
2018-11-17 02:13:16;346.45
2018-11-17 02:13:27;344.40
2018-11-17 02:13:37;344.37
2018-11-17 02:13:47;344.73
2018-11-17 02:13:58;343.68
2018-11-17 02:14:08;344.76
2018-11-17 02:14:19;348.20
2018-11-17 02:14:29;351.01
2018-11-17 02:14:39;341.69
2018-11-17 02:14:50;341.04
2018-11-17 02:15:01;342.30
2018-11-17 02:15:11;348.90
2018-11-17 02:15:21;343.38
2018-11-17 02:15:32;338.98
2018-11-17 02:15:43;339.33
2018-11-17 02:15:53;339.30
2018-11-17 02:16:04;341.33
2018-11-17 02:16:14;341.01
2018-11-17 02:16:25;338.66
2018-11-17 02:16:36;338.60
2018-11-17 02:16:46;339.65
2018-11-17 02:16:57;344.10
2018-11-17 02:17:07;339.27
2018-11-17 02:17:18;338.00
2018-11-17 02:17:29;336.35
2018-11-17 02:17:39;336.04
2018-11-17 02:17:51;313.23
2018-11-17 02:18:06;240.53
2018-11-17 02:18:21;239.52
2018-11-17 02:18:36;239.54
2018-11-17 02:18:51;239.49
2018-11-17 02:19:06;239.36
2018-11-17 02:19:21;239.35
2018-11-17 02:19:36;238.05
2018-11-17 02:19:51;238.05
2018-11-17 02:20:06;240.03
2018-11-17 02:20:21;238.05
2018-11-17 02:20:36;237.37
2018-11-17 02:20:52;237.72
2018-11-17 02:21:07;239.36
2018-11-17 02:21:22;237.56
2018-11-17 02:21:37;237.06
2018-11-17 02:21:52;237.04
2018-11-17 02:22:07;239.70
2018-11-17 02:22:22;237.70
2018-11-17 02:22:37;236.73
2018-11-17 02:22:53;237.70
2018-11-17 02:23:08;239.03
2018-11-17 02:23:23;237.04
2018-11-17 02:23:38;236.08
2018-11-17 02:23:53;236.73
2018-11-17 02:24:08;238.02
2018-11-17 02:24:24;236.42
2018-11-17 02:24:39;236.25
2018-11-17 02:24:54;236.41
2018-11-17 02:25:09;237.55
2018-11-17 02:25:24;237.70
2018-11-17 02:25:40;235.13
2018-11-17 02:25:55;235.93
2018-11-17 02:26:10;238.17
2018-11-17 02:26:25;235.29
2018-11-17 02:26:41;235.45
2018-11-17 02:26:56;235.62
2018-11-17 02:27:11;237.72
2018-11-17 02:27:26;235.43
2018-11-17 02:27:42;235.11
2018-11-17 02:27:57;236.25
2018-11-17 02:28:12;241.01
2018-11-17 02:28:27;235.62
2018-11-17 02:28:42;235.42
2018-11-17 02:28:58;235.13
2018-11-17 02:29:13;238.35
2018-11-17 02:29:28;236.24
2018-11-17 02:29:43;235.93
2018-11-17 02:29:59;236.72
2018-11-17 02:30:13;241.37
2018-11-17 02:30:29;238.52
2018-11-17 02:30:44;237.06
2018-11-17 02:30:59;236.27
2018-11-17 02:31:14;240.51
2018-11-17 02:31:29;237.23
2018-11-17 02:31:44;236.24
2018-11-17 02:32:00;235.46
2018-11-17 02:32:19;181.58
2018-11-17 02:32:43;156.18
2018-11-17 02:33:05;157.53
2018-11-17 02:33:28;155.68
2018-11-17 02:33:52;155.20
2018-11-17 02:34:15;155.97
2018-11-17 02:34:38;155.20
2018-11-17 02:35:01;155.20
2018-11-17 02:35:24;157.96
2018-11-17 02:35:47;154.37
2018-11-17 02:36:10;156.31
2018-11-17 02:36:33;155.28
2018-11-17 02:36:56;157.38
2018-11-17 02:37:19;156.81
2018-11-17 02:37:35;224.03
2018-11-17 02:37:49;268.92
2018-11-17 02:38:02;267.48
2018-11-17 02:38:16;267.68
2018-11-17 02:38:29;265.82
2018-11-17 02:38:43;264.41
2018-11-17 02:38:56;263.00
2018-11-17 02:39:10;264.20
2018-11-17 02:39:24;260.42
2018-11-17 02:39:38;259.63
2018-11-17 02:39:52;260.02
2018-11-17 02:40:05;261.63
2018-11-17 02:40:19;259.24
2018-11-17 02:40:33;258.86
2018-11-17 02:40:47;258.84
2018-11-17 02:41:01;258.86
2018-11-17 02:41:15;261.02
2018-11-17 02:41:29;257.90
2018-11-17 02:41:43;257.70
2018-11-17 02:41:57;258.10
2018-11-17 02:42:11;259.85
2018-11-17 02:42:25;257.51
2018-11-17 02:42:39;256.96
2018-11-17 02:42:53;256.92
2018-11-17 02:43:06;259.09
2018-11-17 02:43:20;257.92
2018-11-17 02:43:34;256.39
2018-11-17 02:43:49;255.41
2018-11-17 02:44:03;256.37
2018-11-17 02:44:17;257.12
2018-11-17 02:44:31;255.45
2018-11-17 02:44:45;257.70
2018-11-17 02:44:59;258.47
2018-11-17 02:45:12;264.61
2018-11-17 02:45:26;260.79
2018-11-17 02:45:40;258.68
2018-11-17 02:45:54;258.66
2018-11-17 02:46:08;261.00
2018-11-17 02:46:21;259.07
2018-11-17 02:46:35;258.29
2018-11-17 02:46:49;258.86
2018-11-17 02:47:03;261.99
2018-11-17 02:47:17;259.07
2018-11-17 02:47:31;257.71
2018-11-17 02:47:45;257.33
2018-11-17 02:47:59;257.16
2018-11-17 02:48:13;260.64
2018-11-17 02:48:26;265.19
2018-11-17 02:48:40;271.02
2018-11-17 02:48:53;267.88
2018-11-17 02:49:07;259.27
2018-11-17 02:49:21;257.12
2018-11-17 02:49:35;256.17
2018-11-17 02:49:49;255.07
2018-11-17 02:50:03;256.17
2018-11-17 02:50:22;190.69
2018-11-17 02:50:45;155.20
2018-11-17 02:51:08;158.26
2018-11-17 02:51:31;155.41
2018-11-17 02:51:54;155.62
2018-11-17 02:52:17;156.95
2018-11-17 02:52:40;155.48
2018-11-17 02:53:03;155.89
2018-11-17 02:53:26;156.75
2018-11-17 02:53:50;154.93
2018-11-17 02:54:13;156.67
2018-11-17 02:54:36;155.13
2018-11-17 02:54:59;154.85
2018-11-17 02:55:22;157.97
2018-11-17 02:55:45;154.43
2018-11-17 02:56:08;156.32
2018-11-17 02:56:31;154.85
2018-11-17 02:56:55;154.71
2018-11-17 02:57:18;156.75
2018-11-17 02:57:41;155.12
2018-11-17 02:58:04;155.63
2018-11-17 02:58:27;156.18
2018-11-17 02:58:50;154.64
2018-11-17 02:59:13;156.46
2018-11-17 02:59:36;157.75
2018-11-17 02:59:59;154.64
2018-11-17 03:00:22;158.84
2018-11-17 03:00:45;156.25
2018-11-17 03:01:08;158.32
2018-11-17 03:01:31;157.45
2018-11-17 03:01:54;155.84
2018-11-17 03:02:17;156.54
2018-11-17 03:02:40;155.00
2018-11-17 03:03:03;155.05
2018-11-17 03:03:26;155.90
2018-11-17 03:03:49;155.00
2018-11-17 03:04:12;156.54
2018-11-17 03:04:36;155.06
2018-11-17 03:04:59;154.64
2018-11-17 03:05:22;157.16
2018-11-17 03:05:45;154.93
2018-11-17 03:06:08;156.24
2018-11-17 03:06:31;154.99
2018-11-17 03:06:55;155.34
2018-11-17 03:07:18;156.11
2018-11-17 03:07:41;155.06
2018-11-17 03:08:04;156.47
2018-11-17 03:08:27;156.75
2018-11-17 03:08:50;154.85
2018-11-17 03:09:13;158.47
2018-11-17 03:09:36;155.55
2018-11-17 03:09:59;155.21
2018-11-17 03:10:10;336.39
2018-11-17 03:10:23;267.66
2018-11-17 03:10:37;267.46
2018-11-17 03:10:50;265.02
2018-11-17 03:11:04;266.23
2018-11-17 03:11:17;265.82
2018-11-17 03:11:31;263.23
2018-11-17 03:11:45;262.37
2018-11-17 03:11:59;261.21
2018-11-17 03:12:12;262.81
2018-11-17 03:12:26;259.65
2018-11-17 03:12:40;259.05
2018-11-17 03:12:54;259.46
2018-11-17 03:13:08;262.01
2018-11-17 03:13:21;259.65
2018-11-17 03:13:35;258.31
2018-11-17 03:13:49;257.90
2018-11-17 03:14:03;258.68
2018-11-17 03:14:17;259.07
2018-11-17 03:14:31;256.92
2018-11-17 03:14:45;257.14
2018-11-17 03:14:59;257.53
2018-11-17 03:15:13;267.88
2018-11-17 03:15:26;271.23
2018-11-17 03:15:40;260.25
2018-11-17 03:15:54;257.71
2018-11-17 03:16:07;260.00
2018-11-17 03:16:21;258.29
2018-11-17 03:16:35;257.33
2018-11-17 03:16:49;256.57
2018-11-17 03:17:03;257.33
2018-11-17 03:17:17;257.90
2018-11-17 03:17:31;256.15
2018-11-17 03:17:45;256.78
2018-11-17 03:17:59;258.10
2018-11-17 03:18:13;260.42
2018-11-17 03:18:27;259.05
2018-11-17 03:18:41;258.10
2018-11-17 03:18:55;258.08
2018-11-17 03:19:09;260.42
2018-11-17 03:19:23;258.70
2018-11-17 03:19:37;257.31
2018-11-17 03:19:51;257.55
2018-11-17 03:20:05;260.40
2018-11-17 03:20:18;261.21
2018-11-17 03:20:32;256.94
2018-11-17 03:20:46;257.35
2018-11-17 03:21:00;256.74
2018-11-17 03:21:14;258.31
2018-11-17 03:21:28;256.54
2018-11-17 03:21:42;255.83
2018-11-17 03:21:56;256.76
2018-11-17 03:22:10;258.86
2018-11-17 03:22:24;257.90
2018-11-17 03:22:38;255.97
2018-11-17 03:22:58;179.23
2018-11-17 03:23:21;156.75
2018-11-17 03:23:45;154.91
2018-11-17 03:24:08;156.25
2018-11-17 03:24:31;155.35
2018-11-17 03:24:54;155.33
2018-11-17 03:25:17;156.25
2018-11-17 03:25:40;155.34
2018-11-17 03:26:03;155.47
2018-11-17 03:26:26;156.18
2018-11-17 03:26:50;154.71
2018-11-17 03:27:13;156.25
2018-11-17 03:27:36;154.78
2018-11-17 03:27:59;154.99
2018-11-17 03:28:22;156.60
2018-11-17 03:28:45;156.04
2018-11-17 03:29:08;157.18
2018-11-17 03:29:31;154.99
2018-11-17 03:29:54;156.11
2018-11-17 03:30:17;157.89
2018-11-17 03:30:40;157.47
2018-11-17 03:31:03;156.96
2018-11-17 03:31:26;158.32
2018-11-17 03:31:49;155.55
2018-11-17 03:32:12;156.32
2018-11-17 03:32:35;154.85
2018-11-17 03:32:59;154.71
2018-11-17 03:33:21;156.60
2018-11-17 03:33:45;154.71
2018-11-17 03:34:08;156.05
2018-11-17 03:34:31;155.13
2018-11-17 03:34:54;155.19
2018-11-17 03:35:17;156.97
2018-11-17 03:35:40;155.75
2018-11-17 03:36:03;155.76
2018-11-17 03:36:26;155.90
2018-11-17 03:36:50;154.57
2018-11-17 03:37:13;156.47
2018-11-17 03:37:36;155.13
2018-11-17 03:37:59;154.71
2018-11-17 03:38:22;156.52
2018-11-17 03:38:45;157.54
2018-11-17 03:39:08;155.89
2018-11-17 03:39:31;155.19
2018-11-17 03:39:54;155.13
2018-11-17 03:40:17;156.53
2018-11-17 03:40:41;154.57
2018-11-17 03:41:04;155.20
2018-11-17 03:41:27;155.55
2018-11-17 03:41:50;154.65
2018-11-17 03:42:13;156.61
2018-11-17 03:42:25;309.84
2018-11-17 03:42:31;609.45
2018-11-17 03:42:40;387.14
2018-11-17 03:42:50;367.01
2018-11-17 03:43:00;356.12
2018-11-17 03:43:10;357.21
2018-11-17 03:43:20;353.15
2018-11-17 03:43:31;352.49
2018-11-17 03:43:41;352.11
2018-11-17 03:43:51;351.01
2018-11-17 03:44:01;351.01
2018-11-17 03:44:12;353.15
2018-11-17 03:44:22;349.24
2018-11-17 03:44:32;349.96
2018-11-17 03:44:42;349.62
2018-11-17 03:44:53;350.36
2018-11-17 03:45:03;351.32
2018-11-17 03:45:13;353.60
2018-11-17 03:45:23;352.84
2018-11-17 03:45:34;351.77
